NU_ANO_CENSO|CO_IES|NO_IES|SG_IES|CO_MANTENEDORA|NO_MANTENEDORA|TP_CATEGORIA_ADMINISTRATIVA|TP_ORGANIZACAO_ACADEMICA|CO_REGIAO|CO_UF|CO_MUNICIPIO|IN_CAPITAL|QT_TEC_TOTAL|QT_TEC_FUNDAMENTAL_INCOMP_FEM|QT_TEC_FUNDAMENTAL_INCOMP_MASC|QT_TEC_FUNDAMENTAL_COMP_FEM|QT_TEC_FUNDAMENTAL_COMP_MASC|QT_TEC_MEDIO_FEM|QT_TEC_MEDIO_MASC|QT_TEC_SUPERIOR_FEM|QT_TEC_SUPERIOR_MASC|QT_TEC_ESPECIALIZACAO_FEM|QT_TEC_ESPECIALIZACAO_MASC|QT_TEC_MESTRADO_FEM|QT_TEC_MESTRADO_MASC|QT_TEC_DOUTORADO_FEM|QT_TEC_DOUTORADO_MASC|IN_ACESSO_PORTAL_CAPES|IN_ACESSO_OUTRAS_BASES|IN_REPOSITORIO_INSTITUCIONAL|IN_BUSCA_INTEGRADA|IN_SERVICO_INTERNET|IN_PARTICIPA_REDE_SOCIAL|IN_CATALOGO_ONLINE|QT_PERIODICO_ELETRONICO|QT_LIVRO_ELETRONICO|TP_REFERENTE|VL_RECEITA_PROPRIA|VL_RECEITA_TRANSFERENCIA|VL_RECEITA_OUTRA|VL_DESPESA_PESSOAL_DOCENTE|VL_DESPESA_PESSOAL_TECNICO|VL_DESPESA_PESSOAL_ENCARGO|VL_DESPESA_CUSTEIO|VL_DESPESA_INVESTIMENTO|VL_DESPESA_PESQUISA|VL_DESPESA_OUTRA
2017|2629|FACULDADE DE CIÊNCIAS CONTÁBEIS E DE ADMINISTRAÇÃO DO VALE DO JURUENA|AJES|1707|ASSOCIACAO JUINENSE DE ENSINO SUPERIOR DO VALE DO JURUENA-AJES|5|3|5|51|5105150|0|22|0|0|0|0|9|3|3|0|0|7|0|0|0|0|0|1|1|1|1|0|0|0|0|1|8302440.43|0|0|3761816.51|940454.12|1239811.59|413992.17|79330.03|0|1792539.71
2017|2636|FACULDADE DINÂMICA DO VALE DO PIRANGA|FADIP|1711|SESP SOCIEDADE EDUCACIONAL SUPERIOR DE PONTE NOVA LTDA|4|3|3|31|3152105|0|38|0|1|1|1|10|6|11|5|0|2|0|1|0|0|0|1|1|1|1|1|1|190|8|2|18556163.8|0|763003.62|2956222.01|1607834.06|1598921.23|1648732.72|4734406.73|72000|1018418.54
2017|2642|FACULDADE SÃO VICENTE|FASVIPA|1715|SOC EDUCACIONAL E ASSISTENCIAL DA PAR DE PAO DE ACUCAR|5|3|2|27|2706406|0|31|0|0|4|5|4|2|8|5|2|1|0|0|0|0|0|1|1|1|1|1|1|50|3|2|2467.56|0|15786.98|979539.49|154672.65|76031.08|540.12|0|0|762.97
2017|2647|FACULDADE INTEGRADA DE SANTA MARIA|FISMA|1721|FISMA - FACULDADE INTEGRADA DE SANTA MARIA LTDA.|4|3|4|43|4316907|0|32|0|2|0|0|7|3|11|2|2|1|2|0|2|0|0|1|0|0|1|0|0|0|11000|2|15673777.94|0|321918.61|3868341.55|837039.91|2896049.39|5337093.43|0|0|5377159.3
2017|2653|FACULDADE PIEMONTE|FAP|1723|FUNDACAO CULTURAL E EDUCACIONAL GERONIMO MOREIRA MOTA|5|3|2|29|2930600|0|43|0|0|0|0|6|5|10|5|6|1|4|2|2|2|1|1|1|1|1|1|1|30|45|1|47000|0|0|27000|11000|2700|0|0|0|0
2017|2652|FACULDADE UNIDA DE VITÓRIA|FACULDADE UNIDA|1724|CEE-CENTRO DE ESTUDOS ESPECIALIZADOS|4|3|3|32|3205309|1|17|0|0|0|0|6|2|2|2|3|1|1|0|0|0|1|0|0|0|1|0|1|2|0|1|5095990.1|0|0|1122801.66|911703.96|0|772056.73|0|0|1414807.27
2017|2677|INSTITUTO SUPERIOR DE EDUCAÇÃO SÃO JUDAS TADEU|ISESJT|1740|SESJT - SOCIEDADE DE ENSINO SUPERIOR SAO JUDAS TADEU S/S LTDA - ME|4|3|2|22|2203909|0|6|1|1|0|0|1|0|1|2|0|0|0|0|0|0|0|0|0|1|1|1|1|20|6|2|1150000|0|0|306881.9|252108.21|49010.83|112053.9|0|0|2383.25
2017|20322|Escola de Ensino Superior do Agreste Paraibano|EESAP|1740|SESJT - SOCIEDADE DE ENSINO SUPERIOR SAO JUDAS TADEU S/S LTDA - ME|4|3|2|25|2506301|0|3|0|0|0|0|0|1|2|0|0|0|0|0|0|0|0|0|0|0|1|1|1|0|0|2|1150000|0|0|306881.9|252108.21|49010.83|112053.9|0|0|0
2017|2687|FACULDADE DOM ALBERTO|FDA|1742|CENTRO DE ENSINO SUPERIOR DOM ALBERTO LTDA|4|3|4|43|4316808|0|48|0|0|0|0|22|5|9|2|5|0|3|1|0|1|0|0|1|1|1|0|1|237|16|2|13408615.44|4264838.85|9403.78|2101716.8|1348172.76|2589748.15|0|6006091.09|80804.77|0
2017|12772|FACULDADE DE TECNOLOGIA SENAC MINAS - UNIDADE BELO HORIZONTE|FTS|1756|SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC MINAS|5|3|3|31|3106200|1|148|0|0|2|5|25|16|27|15|24|19|8|4|1|2|0|1|0|1|1|0|1|0|0|2|26970554.24|0|242351|2902358.87|3297260.83|1135432.53|1619673.59|224845.39|103202.12|5207072.91
2017|2703|FACULDADE SENAC MINAS|FSM|1756|SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC MINAS|5|3|3|31|3118601|0|38|0|0|0|0|9|1|9|6|7|1|1|4|0|0|0|1|0|1|1|0|1|2|0|2|21351106.8|0|1784951.04|3507290.54|2518852.32|808959.68|913659.14|58405.07|63018.75|4789879.41
2017|12848|FACULDADE DE TECNOLOGIA SENAC MINAS - UNIDADE BARBACENA||1756|SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC MINAS|5|3|3|31|3105608|0|13|0|0|0|0|1|2|4|0|4|0|1|1|0|0|1|1|0|1|1|1|1|0|0|2|7759858.52|0|48052.61|1483179.82|1446054.06|485361.31|655154.37|43620.26|0|2117050.65
2017|5387|FACULDADE IMPACTA DE TECNOLOGIA|FIT|1765|UNIAO EDUCACIONAL, CULTURAL E TECNOLOGICA IMPACTA - UNI.IMPACTA|5|3|3|35|3550308|1|66|0|0|0|3|14|25|9|8|3|4|0|0|0|0|0|0|0|0|1|1|1|0|0|2|17640726.68|0|267789.26|6647198.55|1712733.6|1178257.49|1074918.18|823924.56|440837.59|4507586.06
2017|2724|INSTITUTO DE ENSINO SUPERIOR DO SUL DO MARANHÃO|IESMA|1768|UNISULMA- UNIDADE DE ENSINO SUPERIOR DO SUL DO MARANHAO LTDA - ME|4|3|2|21|2105302|0|63|0|1|0|0|20|6|8|6|12|4|5|1|0|0|0|0|0|1|1|1|1|3|0|1|18735342.31|2764785.39|0|5707030.11|1912481.17|3504955.52|5826359.84|700593.09|0|28541.63
2017|2744|INSTITUTO SUPERIOR DE EDUCAÇÃO VERA CRUZ|ISE VERA CRUZ|1785|ASSOCIACAO UNIVERSITARIA INTERAMERICANA|5|3|3|35|3550308|1|9|1|1|0|0|1|1|1|0|3|0|1|0|0|0|0|1|0|1|1|0|1|0|0|2|2505690|0|20509|1282528|547733|740008|956797|37654|131441|92864
2017|2755|FACULDADE DO VALE DO ITAJAÍ MIRIM|FAVIM|1794|ASSEVIM - SOCIEDADE EDUCACIONAL DO VALE DO ITAJAI MIRIM LTDA.|4|3|4|42|4202909|0|26|0|0|4|5|7|2|5|0|2|0|0|0|0|1|0|1|0|1|1|0|1|29801|14226|2|9594861.03|0|1094047.96|2212046.15|737893.27|1619117.39|1135236.17|166283.31|0|877793.35
2017|2761|FACULDADE DO SERTÃO|UESSBA|1797|UESSBA UNIDADE DE ENSINO SUPERIOR DO SERTAO DA BAHIA S/S LTDA - EPP|4|3|2|29|2914604|0|20|1|0|0|0|0|2|12|1|3|1|0|0|0|0|1|0|0|1|0|0|0|60|70|1|1480000|0|0|729055|300450|0|330116|0|0|0
2017|2766|FACULDADE EMPRESARIAL DE CHAPECÓ|FAEM|1799|UCEFF - UNIDADE CENTRAL DE EDUCACAO FAEM FACULDADE LTDA|4|3|4|42|4204202|0|75|0|0|0|0|15|2|24|12|9|7|3|3|0|0|0|1|0|0|1|1|1|225|6186|1|29568465.71|288199.71|0|6378754.56|3339097.32|3525925.6|3798037.99|984448.46|0|7583776.89
2017|2771|CENTRO DE ENSINO SUPERIOR DE ILHÉUS|CESUPI|1804|CESUPI CENTRO DE ENSINO SUPERIOR DE ILHEUS LTDA - ME|4|3|2|29|2913606|0|64|0|2|1|6|19|21|10|2|2|1|0|0|0|0|0|0|0|1|1|1|1|3|0|2|24661398.8|0|480438.96|4470312.02|496701.56|3034076.52|697604.77|593482.88|1450|3676533.39
2017|2783|FACULDADE DE TECNOLOGIA DO NORDESTE|FATENE|1808|SOCIEDADE UNIVERSITARIA DE DESENVOLVIMENTO PROFISSIONALIZANTE S/S - SUDEP FATENE|4|3|2|23|2304400|1|18|0|0|0|0|6|8|3|1|0|0|0|0|0|0|0|1|1|1|1|1|1|8|3180|2|9403227.3|0|114130.66|2150357.66|913478.6|979343.26|843509.37|0|0|1038593.15
2017|4367|FACULDADE TERRA NORDESTE|FATENE|1808|SOCIEDADE UNIVERSITARIA DE DESENVOLVIMENTO PROFISSIONALIZANTE S/S - SUDEP FATENE|4|3|2|23|2303709|0|92|3|0|3|3|21|23|27|8|3|1|0|0|0|0|0|1|1|1|1|1|1|150|80000|2|26260958.7|0|318739.56|6005443.22|2551126.67|2735070.84|2355719.37|0|0|2900541.58
2017|2787|FACULDADES PEQUENO PRÍNCIPE|FPP|1812|ASSOCIACAO HOSPITALAR DE PROT INFANCIA DR RAUL CARNEIRO|5|3|4|41|4106902|1|44|0|0|1|0|12|1|8|6|2|5|4|0|4|1|1|0|0|1|1|1|1|0|1805|2|28036291.89|0|0|6652193.91|1123158.09|2528631.1|0|0|0|2968810.21
2017|2793|FACULDADE UBS|FACULDADE UBS|1817|UNIAO DE DOCENTES DO BRASIL LTDA|4|3|3|35|3550308|1|6|0|0|0|0|0|0|5|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1405575.85|0|16868.86|447114.37|282485.41|234864.9|503108.35|0|0|157117.26
2017|2796|FACULDADE DE IPORÁ|FAI|1820|CENTRO DE ENSINO SUPERIOR DE IPORA LTDA - EPP|4|3|5|52|5210208|0|5|0|0|0|0|0|1|0|0|3|1|0|0|0|0|0|0|0|1|1|0|0|10|6500|2|7648345.89|0|49138.55|1008585.01|454705.27|453288.34|0|186135.39|33450|3288074.95
2017|2805|FACULDADE MODELO|FACIMOD|1826|INSTITUTO MODELO DE ENSINO SUPERIOR LTDA - EPP|4|3|4|41|4106902|1|10|0|0|0|0|2|2|0|0|3|1|0|1|0|1|1|0|0|1|1|1|1|201|0|1|1020000|0|103000|365950|129489|179818|216000|0|0|56280
2017|2808|FACULDADES ITECNE DE CASCAVEL|ITECNE|1829|FACULDADE ITECNE DE CASCAVEL LTDA|4|3|4|41|4104808|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|1|1|1|1|1|1|15|350|1|116271.93|0|0|94963.8|62975.87|68131.36|0|0|0|0
2017|2811|FACULDADE PAULUS DE TECNOLOGIA E COMUNICAÇÃO|FAPCOM|1832|PIA SOCIEDADE DE SAO PAULO|5|3|3|35|3550308|1|62|2|6|1|1|10|18|9|8|4|2|0|0|1|0|0|0|1|1|1|1|1|54|371|2|10404956.6|0|7541285.49|6595701.01|3642027.11|964662.44|3441484.51|773584|125794.8|327694.69
2017|13538|FACULDADE CARAGUÁ||1834|INSTITUTO DE ENSINO SAO SEBASTIAO LTDA|4|3|3|35|3510500|0|11|0|0|0|0|3|3|2|3|0|0|0|0|0|0|0|1|0|0|1|0|1|32125|16970|2|142570.25|0|4367.41|1|0.01|6148.8|43559.27|4426.74|785.11|1551.46
2017|2814|FACULDADE SÃO SEBASTIÃO||1834|INSTITUTO DE ENSINO SAO SEBASTIAO LTDA|4|3|3|35|3550704|0|43|0|1|2|0|14|10|12|2|1|1|0|0|0|0|0|1|0|0|1|0|1|32125|16970|2|7040596.76|0|877755.92|2008196.81|883183.13|2118877|2566989.91|546141.34|27066.46|217748.8
2017|2826|FACULDADE NOSSA SENHORA DE FÁTIMA|FACULDADE FÁTIMA|1843|ASSOCIACAO CULTURAL E CIENTIFICA VIRVI RAMOS|5|3|4|43|4305108|0|27|0|0|0|0|12|2|3|0|10|0|0|0|0|0|1|1|0|1|1|1|1|85|6345|2|6243718.4|0|150006.41|1577800.36|420099.02|313089.8|246207.97|6746.21|0|3781474.83
2017|2827|FACULDADE EVANGÉLICA DO PIAUI|FAEPI|1844|ASSOCIACAO EDUCACIONAL DO PIAUI|5|3|2|22|2211001|1|19|0|1|1|1|4|3|2|3|4|0|0|0|0|0|0|0|0|0|1|1|1|0|0|1|1480000|0|320485|1387815.98|387643.74|151269.44|0|0|0|0
2017|2832|Faculdade Superior de Ensino Programus|ISEPRO|1845|PROGRAMUS SOCIEDADE AGUABRANQUENSE DE EDUCACAO BASICA E SUPERIOR S/C LTDA - ME|4|3|2|22|2200202|0|25|1|1|0|1|2|0|6|3|5|2|1|3|0|0|0|0|0|1|1|1|0|131|6228|2|865426.71|0|0|151405.8|247598.76|0|2477.99|0|0|0
2017|18649|FACULDADE MAURÍCIO DE NASSAU DE MOSSORÓ|FMN DE MOSSORÓ|1847|SER EDUCACIONAL S.A.|4|3|2|24|2408003|0|11|0|0|0|0|2|3|1|1|2|1|1|0|0|0|1|1|1|1|1|0|1|3000|1786|2|4434457963.8|0|459716083|7600039210|4694564324|8384072465|2818864553|1040386409|0|1948600138.6
2017|14717|FACULDADE UNINASSAU CARUARU||1847|SER EDUCACIONAL S.A.|4|3|2|26|2604106|0|52|0|0|0|0|12|11|2|4|9|7|4|3|0|0|1|1|1|1|1|0|1|3000|1786|1|443445796.38|0|4597160.83|76000392.1|46945643.24|83840724.65|28188645.53|10403864.09|0|194860013.86
2017|1582|FACULDADE UNINABUCO JANGA||1847|SER EDUCACIONAL S.A.|4|3|2|26|2610707|0|58|0|0|0|0|19|21|5|4|4|3|1|1|0|0|1|1|1|1|1|0|1|3000|1786|1|443445796.38|0|4597160.83|76000392.1|46945643.24|83840724.65|28188645.53|10403864.09|0|194860013.86
2017|14321|FACULDADE UNINASSAU FORTALEZA||1847|SER EDUCACIONAL S.A.|4|3|2|23|2304400|1|51|0|0|0|0|9|9|9|8|5|4|4|2|1|0|1|1|1|0|0|0|1|18652|6500|1|443445796.38|0|4597160.83|76000392.1|46945643.24|83840724.65|28188645.53|10403864.09|0|194860013.86
2017|18075|FACULDADE UNINASSAU JABOATÃO DOS GUARARAPES||1847|SER EDUCACIONAL S.A.|4|3|2|26|2607901|0|13|0|0|0|0|1|3|2|2|2|1|0|1|1|0|0|1|1|1|1|0|1|16977|3389|1|443445796.38|0|4597160.83|76000392.1|46945643.24|83840724.65|28188645.53|10403864.09|0|194860013.86
2017|4153|CENTRO UNIVERSITÁRIO JOAQUIM NABUCO|UNINABUCO|1847|SER EDUCACIONAL S.A.|4|2|2|26|2611606|1|48|0|0|0|0|7|8|5|6|6|7|5|3|0|1|1|1|1|0|0|1|0|9564|5237|1|443445796.38|0|4597160.83|76000392.1|46945643.24|83840724.65|28188645.53|10403864.09|0|194860013.86
2017|18642|UNAMA FACULDADE DA AMAZÔNIA DE ANANINDEUA||1847|SER EDUCACIONAL S.A.|4|3|1|15|1500800|0|10|0|0|0|0|3|4|1|0|0|1|0|1|0|0|1|1|1|0|1|0|0|18655|6501|1|443445796.38|0|4597160.83|76000392.1|46945643.24|83840724.65|28188645.53|10403864.09|0|194860013.86
2017|19844|FACULDADE MAURÍCIO DE NASSAU DE SOBRAL|FMN SOBRAL|1847|SER EDUCACIONAL S.A.|4|3|2|23|2312908|0|20|0|0|0|0|4|5|3|4|2|1|1|0|0|0|1|1|1|1|1|0|1|3000|1786|1|443445796.38|0|4597160.83|76000392.1|46945643.24|83840724.65|28188645.53|10403864.09|0|194860013.86
2017|18652|FACULDADE UNINASSAU JUAZEIRO DO NORTE||1847|SER EDUCACIONAL S.A.|4|3|2|23|2307304|0|11|0|0|0|0|2|3|1|1|2|1|1|0|0|0|1|1|1|1|1|0|1|3000|1786|1|443445796.38|0|4597160.83|76000392.1|46945643.24|83840724.65|28188645.53|10403864.09|0|194860013.86
2017|19335|FACULDADE UNIVERITAS UNIVERSUS VERITAS ANÁPOLIS|VERITAS ANÁPOLIS|1847|SER EDUCACIONAL S.A.|4|3|5|52|5201108|0|10|0|0|0|0|2|3|1|1|1|1|1|0|0|0|1|1|1|1|1|0|1|3000|1786|1|443445796.38|0|459716083|76000392.1|46945643.24|83840724.65|28188645.53|10403864.09|0|194860013.86
2017|2835|CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU|UNINASSAU|1847|SER EDUCACIONAL S.A.|4|2|2|26|2611606|1|181|0|0|4|5|49|41|19|17|16|12|7|8|2|1|0|1|1|0|1|0|0|16977|3389|1|443445796.38|0|4597160.83|76000392.1|46945643.24|83840724.65|28188645.53|10403864.09|0|194860013.86
2017|18653|FACULDADE MAURÍCIO DE NASSAU DE GARANHUNS|FMN GARANHUNS|1847|SER EDUCACIONAL S.A.|4|3|2|26|2606002|0|20|0|0|0|0|4|5|3|4|2|1|1|0|0|0|1|1|1|1|1|0|1|3000|1786|1|443445796.38|0|4597160.83|76000392.1|46945643.24|83840724.65|28188645.53|10403864.09|0|194860013.86
2017|18023|FACULDADE UNINASSAU PETROLINA||1847|SER EDUCACIONAL S.A.|4|3|2|26|2611101|0|26|0|0|0|0|5|7|4|3|2|3|1|1|0|0|0|1|1|1|1|0|1|16977|3389|2|443445796.38|0|4597160.83|76000392.1|46945643.24|83840724.65|28188645.53|10403864.09|0|194860013.86
2017|4118|FACULDADE UNINABUCO PAULISTA||1847|SER EDUCACIONAL S.A.|4|3|2|26|2610707|0|65|0|0|2|3|11|8|15|9|7|6|2|1|1|0|1|1|0|0|1|0|0|16977|3389|1|443445796.38|0|4597160.83|76000392.1|46945643.24|83840724.65|28188645.53|10403864.09|0|194860013.86
2017|19329|FACULDADE UNINABUCO JOÃO PESSOA||1847|SER EDUCACIONAL S.A.|4|3|2|25|2507507|1|20|0|0|0|0|4|5|3|4|2|1|1|0|0|0|1|1|1|1|1|0|1|3000|1786|1|443445796.38|0|4597160.83|76000392.1|46945643.24|83840724.65|28188645.53|10403864.09|0|194860013.86
2017|18643|FACULDADE UNINASSAU MARACANAÚ||1847|SER EDUCACIONAL S.A.|4|3|2|23|2307650|0|12|0|0|0|0|4|3|2|1|1|0|0|1|0|0|0|1|0|0|1|0|0|18655|6502|1|443445796.38|0|4597160.83|76000392.1|46945643.24|83840724.65|28188645.53|10403864|0|194860013.86
2017|17816|FACULDADE UNINASSAU FEIRA DE SANTANA||1847|SER EDUCACIONAL S.A.|4|3|2|29|2910800|0|22|0|0|0|0|4|5|5|3|2|1|2|0|0|0|1|1|1|1|1|0|1|9863|5236|1|443445796.38|0|4597160.83|76000392.1|46945643.24|83840724.65|28188645.53|10403864.09|0|194860013.86
2017|19331|FACULDADE UNINABUCO MACEIÓ||1847|SER EDUCACIONAL S.A.|4|3|2|27|2704302|1|12|0|0|0|0|3|4|1|1|0|1|0|1|0|1|1|1|1|1|1|0|1|3000|1786|1|443445796.38|0|4597160.83|76000392.1|46945643.24|83840724.65|28188645.53|10403864.09|0|194860013.86
2017|4135|FACULDADE UNINASSAU MANAUS||1847|SER EDUCACIONAL S.A.|4|3|1|13|1302603|1|51|0|0|0|0|12|15|4|6|6|3|1|3|1|0|0|1|1|1|1|0|1|16977|3389|1|443445796.38|0|4597160.83|76000392.1|46945643.24|83840724.65|28188645.53|10403864.09|0|194860013.86
2017|2836|FACULDADE SUL DA AMÉRICA|SULDAMÉRICA|1848|FACULDADE E COLEGIO SUL D''AMERICA LTDA - EPP|4|3|5|52|5201405|0|21|0|0|1|1|1|0|1|0|1|7|3|5|0|1|0|1|0|1|1|1|0|3|0|1|467252|26000|78000|290474.44|81395.6|55780.5|42000|25000|3500|22000
2017|2843|FACULDADE DE CIÊNCIAS MÉDICAS E DA SAÚDE DE JUIZ DE FORA|FCMS/JF|1852|SUPREMA-SOCIEDADE UNIVERSITARIA PARA O ENSINO MEDICO ASSISTENCIAL LTDA|4|3|3|31|3136702|0|123|4|7|5|11|30|15|25|4|15|6|0|1|0|0|0|1|1|1|1|1|1|2|0|1|57861320.46|0|11368756.21|15957410.5|2382641.25|7510993.44|16107501.3|2099976.27|26496.5|7332142.17
2017|2845|FACULDADE REINALDO RAMOS|FARR|1854|CENTRO DE EDUCACAO SUPERIOR REINALDO RAMOS S/C LTDA - CESREI - ME|4|3|2|25|2504009|0|37|0|3|3|5|13|2|2|3|1|2|1|1|1|0|0|1|1|0|1|0|1|15|45|2|5368007.5|0|0|1322208.66|1060831.5|555775.53|587553.27|5458959.86|550944.7|354211.3
2017|2849|ESCOLA SUPERIOR DOM HELDER CÂMARA|ESDHC|1856|FUNDACAO MOVIMENTO DIREITO E CIDADANIA - FUNDACAO MDC|5|3|3|31|3106200|1|210|0|3|1|1|6|10|35|36|4|5|20|56|10|23|1|1|1|1|1|1|1|1380|7757|2|44378784.99|11409.21|1826195.76|10470191.01|6184272.84|4040847.35|10701035.45|3166123.95|5367338.88|3900850.86
2017|2855|FACULDADE SÃO FRANCISCO DE ASSIS|UNIFIN|1861|UNIAO DAS FACULDADES INTEGRADAS DE NEGOCIOS LTDA.|4|3|4|43|4314902|1|13|0|0|0|0|5|4|2|0|1|0|0|1|0|0|1|1|0|1|1|1|1|34|0|1|8077329.92|0|35298.1|2057992.54|362137.15|1025275.69|1137738|115252.93|166889.23|68636.55
2017|2859|FACULDADE DE BELÉM|FABEL|1865|UNEMPE - UNIAO EMPRESARIAL EDUCACIONAL LTDA|4|3|1|15|1501402|1|74|0|0|1|4|8|3|11|5|11|6|6|16|3|0|0|1|0|1|0|0|1|59|8000|2|6178642.67|0|0|2279368.72|1822505.61|2995463.35|0|0|0|0
2017|2870|FACULDADE SERRA DO CARMO|FASEC|1870|SOCIEDADE DE ENSINO SERRA DO CARMO LTDA|4|3|1|17|1721000|1|19|0|0|0|0|7|6|2|0|1|3|0|0|0|0|0|1|0|1|1|1|1|42|9991|2|7450654.25|0|200000|1203646.87|411714.14|890492.47|4510360.61|0|132421.18|35607.02
2017|2886|FACULDADE ZUMBI DOS PALMARES|FAZP|1875|INSTITUTO AFROBRASILEIRO DE ENSINO SUPERIOR|5|3|3|35|3550308|1|55|0|0|4|0|19|9|11|5|4|2|0|0|0|1|0|0|1|1|1|1|1|0|0|1|3456387.22|0|0|1001160.65|613614.3|955192.73|995579.79|42230.7|34000|1806886.42
2017|2895|FACULDADE DE EDUCAÇÃO E TECNOLOGIA DA REGIÃO MISSIONEIRA|FETREMIS|1878|HB GENDATA AGENCIA DE CURSOS LTDA - ME|4|3|4|43|4319307|0|8|0|0|0|0|1|0|2|0|4|0|0|1|0|0|0|0|0|0|1|1|0|0|0|1|420000|0|0|189300|112000|18780|33000|0|0|20000
2017|2896|FACULDADE SATC|FASATC|1879|ASSOCIACAO BENEFICENTE DA INDUSTRIA CARBONIFERA DE SANTA CATARINA (SATC)|5|3|4|42|4204608|0|72|0|0|0|0|9|3|12|12|19|7|5|3|1|1|1|0|1|1|1|0|1|87|133|2|15401817.84|0|3620991.7|6416303.81|3543275.12|4245847.2|3122352.11|820489.19|720892.73|0
2017|2903|FACULDADE CONCÓRDIA|FACC|1881|SOCIEDADE EDUCACIONAL CONCORDIA LTDA|4|3|4|42|4204301|0|10|0|0|0|1|0|2|1|0|5|0|0|1|0|0|0|1|0|0|1|0|1|399|0|2|3316971.06|0|2771288.4|2167084.35|565110.9|1046603.05|777852.34|640675.82|160168.96|0
2017|3992|FACULDADE JK - PLANO PILOTO|-|1882|IDEA - BRASILIA - INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL AVANCADO LTDA|4|3|5|53|5300108|1|14|0|0|1|1|7|2|1|1|1|0|0|0|0|0|0|1|1|1|1|0|1|274|5000|1|91880208|0|0|116564.52|124496.64|142226.08|321580.73|32158.07|11025.62|156196.35
2017|2904|FACULDADE JK - GUARÁ|ESAMC BRASÍLIA|1882|IDEA - BRASILIA - INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL AVANCADO LTDA|4|3|5|53|5300108|1|14|0|0|1|1|7|2|1|1|1|0|0|0|0|0|0|1|1|1|1|0|1|274|5000|1|918802.08|0|0|116564.52|124496.64|142226.08|321580.73|32158.07|11025.62|156196.35
2017|2910|FACULDADE VERDE NORTE|FAVENORTE|1887|SOCIEDADE EDUCACIONAL VERDE NORTE LTDA  - ME|4|3|3|31|3141009|0|32|1|2|1|1|4|6|1|2|10|2|0|1|0|1|1|0|1|1|1|1|1|174|0|1|2860495.42|0|167202.2|497324.42|299875.57|260843.97|593538.45|0|0|284259.98
2017|2915|FACULDADE CIDADE DE PATOS DE MINAS|FPM|1891|ASSOCIACAO EDUCACIONAL DE PATOS DE MINAS - AEPM|5|3|3|31|3148004|0|155|5|5|8|1|54|15|24|6|7|8|7|12|2|1|0|0|1|1|1|0|1|430|8003|1|23888958.31|0|0|7975072.16|3190103.26|4838170.57|6503725.96|0|0|116378.12
2017|2918|FACULDADE DE ENSINO SUPERIOR DA AMAZÔNIA REUNIDA|FESAR|1893|SOCIEDADE DE EDUCACAO, CULTURA E TECNOLOGIA DA AMAZONIA S/A|4|3|1|15|1506138|0|91|2|2|3|4|17|12|15|2|8|10|6|5|2|3|1|1|1|0|1|1|0|206|179|1|15379930.45|0|313623.99|2452413.19|1050295.51|1742339.01|6667128.91|0|0|0
2017|2922|INSTITUTO SUPERIOR DE EDUCAÇÃO DE BARRETOS|ISEB|1896|CEIB-CENTRO DE EDUCACAO E IDIOMAS DE BARRETOS LTDA. - EPP|4|3|3|35|3505500|0|7|0|0|0|0|1|1|2|1|2|0|0|0|0|0|0|0|0|1|1|1|0|20|80|2|484126.17|16495.8|0|72997|142271|28268.87|155499.93|30000|1500|144738.61
2017|2613|Faculdade Meta|FAMETA|1897|UNIAO EDUCACIONAL META LTDA - ME|4|3|1|12|1200401|1|145|6|4|11|4|20|14|25|10|14|17|4|12|2|2|1|1|0|0|1|1|0|390|0|1|44445299.75|0|456430.04|6669791.56|2478918.05|3011070.58|9359263.7|6652386.47|0|41597.42
2017|2935|FACULDADE DE TALENTOS HUMANOS|FACTHUS|1904|INSTITUTO EDUCACIONAL GUILHERME DORCA S/S LTDA|4|3|3|31|3170107|0|96|0|0|12|4|15|13|22|9|9|6|2|2|1|1|0|1|0|1|1|1|1|556|1283|2|17758556.47|0|0|4835312.12|2034077.28|4891568.75|2811118.61|504605.34|1147539.69|1311524.25
2017|2949|FACULDADE DO BAIXO PARNAÍBA|FAP|1912|CENTRO REGIONAL DE ENSINO SUPERIOR ARNO KREUTZ LTDA - EPP|4|3|2|21|2103208|0|27|0|0|0|0|0|1|16|0|3|1|4|0|1|1|1|1|1|1|1|1|1|87|0|1|780930.8|0|994150|376800.55|254714.71|159800.38|597830.72|35730|16980.45|19320.7
2017|2950|Centro Universitário FADERGS|FADERGS|1913|FADERGS - FACULDADE DE DESENVOLVIMENTO DO RIO GRANDE DO SUL LTDA.|4|2|4|43|4314902|1|114|0|1|3|0|53|30|16|5|5|0|1|0|0|0|0|1|1|1|1|0|1|2613|13800|1|72278120|0|644299|10838333.07|4936889|5346972|15265953|4040000|926476.93|8139519
