NU_ANO_CENSO|CO_IES|NO_IES|SG_IES|CO_MANTENEDORA|NO_MANTENEDORA|TP_CATEGORIA_ADMINISTRATIVA|TP_ORGANIZACAO_ACADEMICA|CO_REGIAO|CO_UF|CO_MUNICIPIO|IN_CAPITAL|QT_TEC_TOTAL|QT_TEC_FUNDAMENTAL_INCOMP_FEM|QT_TEC_FUNDAMENTAL_INCOMP_MASC|QT_TEC_FUNDAMENTAL_COMP_FEM|QT_TEC_FUNDAMENTAL_COMP_MASC|QT_TEC_MEDIO_FEM|QT_TEC_MEDIO_MASC|QT_TEC_SUPERIOR_FEM|QT_TEC_SUPERIOR_MASC|QT_TEC_ESPECIALIZACAO_FEM|QT_TEC_ESPECIALIZACAO_MASC|QT_TEC_MESTRADO_FEM|QT_TEC_MESTRADO_MASC|QT_TEC_DOUTORADO_FEM|QT_TEC_DOUTORADO_MASC|IN_ACESSO_PORTAL_CAPES|IN_ACESSO_OUTRAS_BASES|IN_REPOSITORIO_INSTITUCIONAL|IN_BUSCA_INTEGRADA|IN_SERVICO_INTERNET|IN_PARTICIPA_REDE_SOCIAL|IN_CATALOGO_ONLINE|QT_PERIODICO_ELETRONICO|QT_LIVRO_ELETRONICO|TP_REFERENTE|VL_RECEITA_PROPRIA|VL_RECEITA_TRANSFERENCIA|VL_RECEITA_OUTRA|VL_DESPESA_PESSOAL_DOCENTE|VL_DESPESA_PESSOAL_TECNICO|VL_DESPESA_PESSOAL_ENCARGO|VL_DESPESA_CUSTEIO|VL_DESPESA_INVESTIMENTO|VL_DESPESA_PESQUISA|VL_DESPESA_OUTRA
2017|2460|FACULDADE ESTÁCIO DE NATAL|ESTÁCIO DE NATAL|545|IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.|4|3|2|24|2408102|1|37|0|0|0|0|13|10|1|6|3|2|0|2|0|0|0|1|1|1|1|0|1|30000|5791|1|1350270719.1|0|29910164.57|170513063.94|69066102.58|64649369|192140676.06|0|0|182627693.54
2017|2036|Faculdade Estácio do Pará - Estácio FAP|ESTÁCIO FAP|545|IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.|4|3|1|15|1501402|1|81|0|0|0|1|23|31|11|10|4|1|0|0|0|0|1|1|1|1|1|1|1|51500|5791|1|1350270719.1|0|29910164.57|170513063.94|69066102.58|64649369|192140676.06|0|0|182627693.54
2017|2431|Faculdade Estácio de Ibiúna|ESTÁCIO IBIÚNA|545|IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.|4|3|3|35|3519709|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|1|1|1|0|1|30000|5791|1|1350270719.1|0|29910164.57|170513063.94|69066102.58|64649369|192140676.06|0|0|182627693.54
2017|1817|Faculdade Estácio de Curitiba|ESTÁCIO CURITIBA|545|IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.|4|3|4|41|4106902|1|41|0|0|0|0|16|8|10|3|2|1|0|1|0|0|1|1|1|1|1|0|1|51500|5791|1|1350270719.1|0|102232475.76|170513063.94|69066102.58|64649369|192140676.06|0|0|182627693.54
2017|3779|FACULDADE ESTÁCIO DE SANTO ANDRÉ|ESTÁCIO SANTO ANDRÉ|545|IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.|4|3|3|35|3547809|0|21|0|0|0|0|10|2|6|2|1|0|0|0|0|0|0|1|1|1|1|0|1|30000|5791|1|1350270719.1|29910164.57|0|170513063.94|69066102.58|64649369|192140676.06|0|0|182627693.54
2017|1107|Centro Universitário Estácio do Ceará|Estácio FIC|545|IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.|4|2|2|23|2304400|1|340|0|0|0|7|63|90|58|28|78|10|4|1|1|0|1|1|1|1|1|0|1|30000|5791|1|1350270719.1|0|102232475.76|170513063.94|69066102.58|64649369|192140676.06|0|0|182627693.54
2017|793|Centro Universitário Estácio de São Paulo|ESTÁCIO SÃO PAULO|545|IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.|4|2|3|35|3550308|1|140|0|0|1|1|42|32|35|19|5|3|2|0|0|0|0|1|1|1|1|0|1|30000|5791|1|1350270719.1|0|29910164.57|170513063.94|69066102.58|64649369|192140676.06|0|0|182627693.54
2017|1457|Faculdade Estácio Euro- Panamericana de Humanidades e Tecnologias - Estácio EUROPAN|ESTÁCIO EUROPAN|545|IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.|4|3|3|35|3513009|0|7|0|0|0|0|0|2|1|1|0|1|2|0|0|0|1|1|1|1|1|0|1|51500|5791|1|1350270719.1|0|29910164.57|170513063.94|69066102.58|64649369|192140676.06|0|0|182627693.54
2017|2380|Faculdade Estácio do Amapá - Estácio Amapá|ESTÁCIO AMAPÁ|545|IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.|4|3|1|16|1600303|1|45|0|0|0|0|14|11|7|6|2|4|0|1|0|0|0|1|1|1|1|0|1|30000|5791|1|1350270719.1|0|29910164.57|170513063.94|69066102.58|64649369|192140676.06|0|0|182627693.54
2017|1058|Estácio FIB - Centro Universitário Estácio da Bahia|Estácio FIB|545|IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.|4|2|2|29|2927408|1|136|0|0|0|0|41|53|20|11|6|3|0|1|1|0|1|1|1|1|1|0|1|51500|5791|1|1350270719.1|0|29910164.57|170513063.94|69066102.58|64649369|192140676.06|0|0|182627693.54
2017|4009|FACULDADE DE TECNOLOGIA ESTÁCIO DE CURITIBA|FATEC ESTÁC CURITIBA|545|IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.|4|3|4|41|4106902|1|41|0|0|0|0|16|8|10|3|2|1|0|1|0|0|1|1|1|1|1|0|1|51500|5791|1|1350270719.1|0|29910164.57|170513063.94|69066102.58|64649369|192140676.06|0|0|182627693.54
2017|794|CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE|UNIVAG|546|INSTITUICAO EDUCACIONAL MATOGROSSENSE-IEMAT|5|2|5|51|5108402|0|456|1|23|8|18|99|119|76|41|35|29|4|2|1|0|0|1|1|1|1|1|1|5000|3000|1|219736348.57|0|723200.97|48102309.12|18986597.65|24705974.98|32690119.98|23290008.14|0|43689018
2017|795|FACULDADES INTEGRADAS DE DIAMANTINO|FID|547|INSTITUICAO DIAMANTINENSE DE EDUCACAO E CULTURA|5|3|5|51|5103502|0|8|0|0|0|0|4|0|0|0|4|0|0|0|0|0|1|0|0|1|1|1|1|556|6000|2|1575513.82|0|0|373733|256550.42|106829.36|254755.58|265175.88|56041.84|227770.46
2017|796|FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DO VALE DO SÃO LOURENÇO|EDUVALE|548|ASSOCIACAO EDUCACIONAL DO VALE DO SAO LOURENCO S/S LTDA - EPP|4|3|5|51|5104807|0|23|0|0|0|0|4|2|2|0|14|1|0|0|0|0|0|0|0|1|1|1|0|520|0|2|4747377.78|139395.02|0|1718307.1|786513.75|858804.75|73998.42|916052.47|132139.2|110817.67
2017|798|FACULDADES INTEGRADAS DE ARACRUZ|FAACZ|550|FUNDACAO SAO JOAO BATISTA|5|3|3|32|3200607|0|82|6|5|6|1|9|6|9|4|22|6|2|3|1|2|0|1|1|1|1|1|1|11|8000|2|16791745.21|0|3965731.99|3268446.62|2312094.99|3509555.94|4287268.56|483336.89|104773.87|931816.9
2017|801|FACULDADE MONTENEGRO|FAM|552|ACADEMIA DE EDUCACAO MONTENEGRO|5|3|2|29|2912103|0|19|0|0|0|2|3|3|3|2|5|1|0|0|0|0|1|0|0|0|1|1|1|22|18|1|985000|0|0|374383.73|83290|183225.94|78160|32000|0|42000
2017|802|CENTRO UNIVERSITÁRIO UNICARIOCA|UNICARIOCA|553|ASSOCIACAO CARIOCA DE ENSINO SUPERIOR|5|2|3|33|3304557|1|251|13|4|4|1|80|69|28|27|12|8|3|1|0|1|0|1|0|0|1|1|1|0|0|1|126510789.77|0|6472571.54|17049237.23|11588717.17|4450021.15|29572867.76|520015.33|1604316.93|9878149.18
2017|803|FACULDADE INTERAÇÃO AMERICANA|FIA|554|IBREPE - INSTITUTO BRASILEIRO DE ESTUDOS E PESQUISAS EDUCACIONAIS|5|3|3|35|3548708|0|43|2|0|5|7|8|4|6|3|4|3|0|0|0|1|0|0|0|1|1|1|1|0|0|1|6426834.05|0|0|1450847.31|785431.28|1247498.03|1505123.04|96423.37|0|0
2017|1046|UNIÃO DAS FACULDADES DOS GRANDES LAGOS|UNILAGO|555|ASSOCIACAO EDUCACIONAL DE ENSINO SUPERIOR|5|3|3|35|3549805|0|99|6|7|9|11|12|8|10|16|8|7|2|1|1|1|0|1|0|1|1|1|0|3|1|1|75394205.36|0|6652972.17|5668330.39|3216270.07|3233262.31|3982165.89|3238926.29|3492446.27|354549.8
2017|809|FACULDADE DE DIREITO E CIÊNCIAS SOCIAIS DO LESTE DE MINAS - FADILESTE|FADILESTE|557|SOCIEDADE EDUCACIONAL BREDER LOPES|5|3|3|31|3154150|0|25|0|1|3|2|3|2|6|1|5|1|1|0|0|0|0|0|0|0|1|1|1|0|0|1|2629877.25|0|172483.21|470193.16|140447.31|337272.65|178861.2|177021.35|25811.4|19627.4
2017|810|CENTRO TÉCNICO-EDUCACIONAL SUPERIOR DO OESTE PARANAENSE|CTESOP|558|UNIMEO-UNIAO EDUCACIONAL DO MEDIO OESTE PARANAENSE LTDA - EPP|4|3|4|41|4102000|0|13|0|0|0|0|1|0|1|1|5|5|0|0|0|0|1|0|0|0|1|1|1|0|0|1|3122950.2|0|0|976471.91|579303.85|590997.45|112968.98|0|0|0
2017|18147|FACULDADE INTEGRADA DE PONTA GROSSA|INTEGRADA|560|CESUMAR - CENTRO DE ENSINO SUPERIOR DE MARINGA LTDA|4|3|4|41|4119905|0|92|1|0|2|1|15|13|10|5|6|4|16|13|3|3|1|1|1|1|1|1|1|150|5600|1|458052511.45|0|42589305.37|67631973.24|49148894.01|43123901.28|176633070.8|45316344.11|233800|55154832.33
2017|17420|FACULDADE CESUMAR DE PONTA GROSSA|FAC-CESUMAR|560|CESUMAR - CENTRO DE ENSINO SUPERIOR DE MARINGA LTDA|4|3|4|41|4119905|0|92|1|0|2|1|15|13|10|5|6|4|16|13|3|3|1|1|1|1|1|1|1|150|5600|1|458052511.45|0|42589305.37|67631973.24|49148894.01|43123901.28|176633070.8|45316344.11|233800|55154832.33
2017|1196|CENTRO UNIVERSITÁRIO DE MARINGÁ - UNICESUMAR|UNICESUMAR|560|CESUMAR - CENTRO DE ENSINO SUPERIOR DE MARINGA LTDA|4|2|4|41|4115200|0|2790|57|49|59|70|427|383|446|305|285|161|240|157|90|61|1|1|1|1|1|1|1|150|5600|1|458052511.45|0|42589305.37|67631973.24|49148894.01|43123901.28|176633070.8|45316344.11|233800|55154832.33
2017|18290|FACULDADE INTEGRADA DE LONDRINA|INTEGRADA|560|CESUMAR - CENTRO DE ENSINO SUPERIOR DE MARINGA LTDA|4|3|4|41|4113700|0|54|0|0|3|0|5|6|7|9|7|4|5|4|3|1|1|1|1|1|1|1|1|150|5600|1|458052511.45|0|42589305.37|67631973.24|49148894.01|43123901.28|176633070.8|45316344.11|233800|55154832.33
2017|18714|FACULDADE DE INOVAÇÃO TECNOLÓGICA DE PONTA GROSSA|FAC-CESUMAR|560|CESUMAR - CENTRO DE ENSINO SUPERIOR DE MARINGA LTDA|4|3|4|41|4119905|0|92|1|0|2|1|15|13|10|5|6|4|16|13|3|3|1|1|1|1|1|1|1|150|5600|1|458052511.45|0|42589305.37|67631973.24|49148894.01|43123901.28|176633070.8|45316344.11|233800|55154832.33
2017|17632|Faculdade CESUMAR de Londrina|FAC-CESUMAR|560|CESUMAR - CENTRO DE ENSINO SUPERIOR DE MARINGA LTDA|4|3|4|41|4113700|0|54|0|0|3|0|5|6|7|9|7|4|5|4|3|1|1|1|1|1|1|1|1|150|5600|1|458052511.45|0|42589305.37|67631973.24|49148894.01|43123901.28|176633070.8|45316344.11|233800|55154832.33
2017|14403|FACULDADE CESUMAR|CESUMAR|560|CESUMAR - CENTRO DE ENSINO SUPERIOR DE MARINGA LTDA|4|3|4|41|4106902|1|130|0|1|2|1|18|13|20|6|14|6|20|20|6|3|1|1|1|1|1|1|1|150|5600|1|458052511.45|0|42589305.37|67631973.24|49148894.01|43123901.28|176633070.8|45316344.11|233800|55154832.33
2017|4396|CENTRO UNIVERSITÁRIO DE MINEIROS|UNIFIMES|565|FUNDACAO INTEGRADA MUNICIPAL DE ENSINO SUPERIOR|3|2|5|52|5213103|0|77|0|0|0|0|10|9|33|6|9|9|0|0|1|0|0|0|0|0|1|0|0|0|0|1|29797751.8|1061756.89|39261.54|12893016.55|4648050.34|3749904.02|4741031.78|4920570.97|117015.29|0
2017|824|FACULDADE DE FILOSOFIA E CIÊNCIAS HUMANAS DE GOIATUBA|FAFICH|568|FUNDACAO DE ENSINO SUPERIOR DE GOIATUBA|3|3|5|52|5209101|0|48|0|0|0|0|2|4|9|5|27|1|0|0|0|0|0|0|0|0|0|0|0|16|167|1|20385824.14|0|0|8534960.93|1510001.72|2608021.1|7035023.53|332431.99|147358.04|0
2017|825|FACULDADE PRESBITERIANA GAMMON|FAGAMMON|569|INSTITUTO PRESBITERIANO GAMMON|5|3|3|31|3138203|0|7|0|0|0|0|2|1|1|0|2|1|0|0|0|0|1|1|0|1|1|1|1|0|0|2|1547333.39|0|145708.58|982330.38|408196.74|474130.86|673243.39|254232.51|0|74352.26
2017|5670|FACULDADES UNIDAS DO VALE DO ARAGUAIA|UNIVAR|571|ASSOCIACAO BARRAGARCENSE DE EDUCACAO E CULTURA|5|3|5|51|5101803|0|77|2|2|4|4|15|15|17|14|3|1|0|0|0|0|1|0|0|0|1|1|1|60|103|1|22830000|0|110340|4408003|1888811|2400320|13970500|800000|0|150780
2017|829|UNIVERSIDADE DO TOCANTINS|UNITINS|573|FUNDACAO UNIVERSIDADE DO TOCANTINS - UNITINS|2|1|1|17|1721000|1|476|2|4|7|20|87|117|99|73|28|19|5|6|4|5|0|0|0|0|0|1|1|11|0|2|2479511.58|39600224.86|142533.25|18659413.86|12439609.24|4934275.18|3823883.3|1039017.4|180000|206580.72
2017|830|UNIVERSIDADE FEDERAL DO AMAPÁ|UNIFAP|574|FUNDACAO UNIVERSIDADE FEDERAL DO AMAPA|1|1|1|16|1600303|1|506|0|1|0|3|36|75|70|69|117|105|13|15|1|1|1|1|0|1|1|1|1|5461|39|2|796666.35|0|0|109948844.19|0|31202659.38|30360697.97|8996347.69|689362|6104817.68
2017|831|FACULDADE DE CIÊNCIAS HUMANAS DO VALE DO RIO GRANDE|FCHVRG|575|EDUVALE SOCIEDADE EDUCACIONAL VALE DO RIO GRANDE LTDA - EPP|4|3|3|35|3533908|0|6|1|0|0|0|0|0|0|0|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|1|295201.5|0|147.39|259871.06|122847.75|235544.14|0|0|0|173621.19
2017|832|FACULDADE ARQUIDIOCESANA DE CURVELO|FAC|576|MITRA ARQUIDIOCESANA DE DIAMANTINA|5|3|3|31|3120904|0|19|0|0|0|0|2|6|3|0|6|2|0|0|0|0|0|0|0|0|1|0|1|0|0|2|9216879.62|0|485194.64|2838038.19|887103.91|1278978.86|1880120.53|161776.03|17674.89|1491.5
2017|833|FACULDADES INTEGRADAS DE ARIQUEMES|FIAR|577|CENTRO DE ENSINO SUPERIOR DE ARIQUEMES|5|3|1|11|1100023|0|5|0|0|2|1|1|0|0|0|0|1|0|0|0|0|0|1|1|1|1|1|1|54|7500|1|2014578.45|0|92454.74|405600.03|348540|540547.8|85474|0|0|0
2017|838|FACULDADE DE CIÊNCIAS TECNOLÓGICAS DE FORTALEZA|FCTFOR|580|ASSOCIACAO DE ENSINO SUPERIOR DE FORTALEZA-AESF|5|3|2|23|2304400|1|6|1|0|1|0|2|1|0|1|0|0|0|0|0|0|0|1|1|1|1|1|1|5520|1030|1|186691.78|27536.89|0|103325.54|59001.04|8156.2|54551.8|6363.8|0|0
2017|840|FACULDADE VITORIANA DE TECNOLOGIA|FAVI|581|ASSOCIACAO VITORIANA DE ENSINO SUPERIOR-AVIES|5|3|3|32|3205309|1|54|4|2|5|1|15|16|10|0|0|1|0|0|0|0|0|1|0|1|1|1|1|360|2058|1|5300472.83|0|35254.67|1630526.45|544797.45|792192.08|2466710.16|150409.73|0|0
2017|1498|INSTITUTO DE ENSINO SUPERIOR E FORMAÇÃO AVANÇADA DE VITÓRIA|FAVI|581|ASSOCIACAO VITORIANA DE ENSINO SUPERIOR-AVIES|5|3|3|32|3205309|1|54|4|2|5|1|15|16|10|1|0|0|0|0|0|0|0|1|0|1|1|1|1|271|10508|1|5300472.83|0|35254.67|1630526.45|544797.45|792192.08|2466710.16|150409.73|0|0
2017|839|FACULDADE VITORIANA DE CIÊNCIAS CONTÁBEIS|FAVI|581|ASSOCIACAO VITORIANA DE ENSINO SUPERIOR-AVIES|5|3|3|32|3205309|1|54|4|2|5|1|15|16|10|1|0|0|0|0|0|0|0|1|0|1|1|1|1|360|10508|1|5300472.83|0|35254.67|1630526.45|544797.45|792192.08|2466710.16|150409.73|0|0
2017|843|FACULDADE DE CIÊNCIAS E TECNOLOGIA DE BIRIGUI|FATEB|584|FUNDACAO MUNICIPAL DE ENSINO DE BIRIGUI|3|3|3|35|3506508|0|23|0|0|3|0|1|2|2|8|1|0|3|1|1|1|1|0|0|0|1|1|1|299|76|1|2195755.86|941429.26|75317.02|1211072.98|549126.09|462769.84|60673.46|14902.93|0|854705.48
2017|1307|FACULDADE DE ENSINO SUPERIOR E FORMAÇÃO INTEGRAL|FAEF|585|SOCIEDADE CULTURAL E EDUCACIONAL DE GARCA S/S LTDA|4|3|3|35|3516705|0|28|0|0|0|0|5|2|9|6|0|2|0|3|1|0|1|1|1|1|1|1|1|17|200|1|16726511.97|0|1636236.85|1475532.46|553742.49|457581.05|2326660.9|1095446.52|102339.83|8154901.01
2017|845|FACULDADE DA FUNDAÇÃO EDUCACIONAL ARAÇATUBA|FAC-FEA|586|FUNDACAO EDUCACIONAL ARACATUBA|5|3|3|35|3502804|0|19|0|0|0|0|4|4|8|3|0|0|0|0|0|0|1|1|0|1|1|1|1|31|478|1|3655977.42|0|1279137.27|1660210.36|530616.64|1304139.92|296477.77|4455.97|190184.5|298909.41
2017|847|FACULDADE PIAUIENSE DE PROCESSAMENTO DE DADOS|FPPD|587|ASSOCIACAO DE ENSINO SUPERIOR DO PIAUI-AESPI|5|3|2|22|2211001|1|12|0|0|0|0|5|1|2|2|2|0|0|0|0|0|0|0|0|1|1|0|1|360|12550|1|15199161.49|0|4158639.84|3399229.41|2018513.53|1641020.83|4701889.34|42018.13|0|0
2017|1656|INSTITUTO DE ENSINO SUPERIOR DE TERESINA|IEST|587|ASSOCIACAO DE ENSINO SUPERIOR DO PIAUI-AESPI|5|3|2|22|2211001|1|76|2|5|3|9|10|20|10|4|10|3|0|0|0|0|0|0|0|1|1|0|0|360|11608|1|15199161.49|0|4158639.84|3399229.41|2018513.53|1641020.83|4701889.34|42018.13|0|0
2017|846|FACULDADE DE ADMINISTRAÇÃO DE TERESINA|FAT|587|ASSOCIACAO DE ENSINO SUPERIOR DO PIAUI-AESPI|5|3|2|22|2211001|1|21|0|0|0|0|5|10|0|4|2|0|0|0|0|0|0|0|0|0|1|0|0|360|11608|1|15199161.49|0|4158639.84|3399229.41|2018513.53|1641020.83|4701889.34|42018.13|0|0
2017|848|FACULDADE PARAIBANA DE PROCESSAMENTO DE DADOS|FPPD|588|ASSOCIACAO PARAIBANA DE ENSINO RENOVADO-ASPER|5|3|2|25|2507507|1|7|0|1|0|2|2|0|1|1|0|0|0|0|0|0|0|0|0|1|1|0|1|360|10254|1|17139828.52|0|718592.44|4344928.72|2193607.14|2021954.54|7338356.39|831.35|0|0
2017|2908|FACULDADE NATALENSE DE ENSINO E CULTURA|FANEC|588|ASSOCIACAO PARAIBANA DE ENSINO RENOVADO-ASPER|5|3|2|24|2408102|1|2|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|1|0|1|360|10508|1|17139828.52|0|718592.44|4344928.72|2193607.14|2021954.54|7338356.39|831.35|0|0
2017|1462|INSTITUTO PARAIBANO DE ENSINO RENOVADO|INPER|588|ASSOCIACAO PARAIBANA DE ENSINO RENOVADO-ASPER|5|3|2|25|2507507|1|32|0|0|4|3|13|7|3|1|1|0|0|0|0|0|0|0|0|1|1|0|0|260|10254|1|17139828.52|0|718592.44|4344928.72|2193607.14|2021954.54|7338356.39|831.35|0|0
2017|849|FACULDADE JESUÍTA DE FILOSOFIA E TEOLOGIA|FAJE|589|ASSOCIACAO JESUITA DE EDUCACAO E ASSISTENCIA SOCIAL|5|3|3|31|3106200|1|42|1|2|2|1|8|8|6|8|3|1|2|0|0|0|1|1|0|0|1|1|1|9|2|2|3008423.12|0|29398.31|2040420.9|45283.27|169271.15|0|929187.33|8000|53402.72
2017|1182|INSTITUTO DE ENSINO SUPERIOR DE AMERICANA|IESA|597|ASSOCIACAO CAMPINEIRA DE ENSINO SUPERIOR E CULTURA|5|3|3|35|3501608|0|14|3|1|0|0|2|2|3|2|1|0|0|0|0|0|0|1|0|1|1|0|1|367|10254|1|750074.43|0|7480.27|548395.83|373031.62|304934.76|1366555.49|6531.87|0|0
2017|1872|FACULDADES INTEGRADAS SANTA CRUZ DE CURITIBA|FARESC|599|UNIAO PARANAENSE DE ENSINO E CULTURA -UNIPEC|5|3|4|41|4106902|1|62|0|0|4|1|10|23|4|7|4|9|0|0|0|0|1|0|1|1|1|1|1|0|0|1|28782289.32|0|149145.94|6565260.81|5005720.28|4949659.72|3424394.91|388273.31|26096.95|6314898.96
2017|861|CENTRO DE ENSINO SUPERIOR DO AMAPÁ|CEAP|600|ASSOCIACAO AMAPAENSE DE ENSINO E CULTURA|4|3|1|16|1600303|1|41|0|0|0|0|6|11|15|4|4|1|0|0|0|0|0|0|0|0|1|1|1|250|0|2|24342965.26|0|742757.35|5582495.89|1208573.27|2994568.86|6629808.94|510632.6|107228.04|2063027.86
2017|976|FACULDADES INTEGRADAS DE PONTA PORÃ|FIP|606|ASSOCIACAO DE ENSINO SUPERIOR PONTAPORANENSE-AESP|5|3|5|50|5006606|0|15|0|0|0|0|2|0|6|2|2|3|0|0|0|0|1|0|1|1|1|1|1|33|6|1|6013556.41|0|1531192.79|3249012.59|649958.48|1273251.68|798976.63|931167.93|0|42049.82
2017|940|Faculdades Magsul|FAMAG|606|ASSOCIACAO DE ENSINO SUPERIOR PONTAPORANENSE-AESP|5|3|5|50|5006606|0|13|0|0|0|0|4|2|3|0|1|1|0|1|1|0|1|1|1|1|1|1|1|125|3|1|6013556.41|0|1531192.79|3249012.59|649958.48|1273251.68|798976.63|931167.93|0|42049.82
2017|1032|CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO|UNISAL|607|LICEU CORACAO DE JESUS|5|2|3|35|3501608|0|338|0|0|8|14|86|39|81|35|41|21|2|7|2|2|1|1|1|1|1|1|1|15|6287|1|113500041.06|4896086.76|34006554.56|36047973.2|15157562.78|24836335.47|27936548.93|6263244.1|3316177.61|7044983.16
2017|2844|FACULDADE SALESIANA DOM BOSCO DE PIRACICABA|FSDB|607|LICEU CORACAO DE JESUS|5|3|3|35|3538709|0|22|2|0|1|0|4|2|10|2|0|0|1|0|0|0|0|0|0|1|1|1|1|0|6287|2|2993525.8|0|27219.35|1417273.2|271959.95|655557.72|100386.86|0|0|515406.44
2017|873|FACULDADES UNIFICADAS DE FOZ DO IGUAÇU|UNIFOZ|608|SOCIEDADE DE EDUCACAO TRES FRONTEIRAS LTDA|4|3|4|41|4108304|0|32|2|1|5|2|6|4|8|2|1|1|0|0|0|0|1|1|0|1|1|1|1|8000|0|1|8712001.23|0|29874|3805290.24|2405199.48|996430.7|1274870.19|0|0|0
2017|1550|FACULDADE DE EDUCAÇÃO FÍSICA DE FOZ DO IGUAÇU||611|"ASSOCIACAO EDUCACIONAL IGUACU ""AEI"""|5|3|4|41|4108304|0|49|3|1|2|0|19|9|8|4|1|1|0|1|0|0|1|1|1|1|1|0|1|360|10254|1|6909714.75|0|145960.83|1827275.25|886860.8|951865.57|5568589.38|218139.96|0|0
2017|2086|INSTITUTO DE ENSINO SUPERIOR DE FOZ DO IGUAÇU|IESFI|611|"ASSOCIACAO EDUCACIONAL IGUACU ""AEI"""|5|3|4|41|4108304|0|49|3|1|2|0|19|9|8|4|1|1|0|1|0|0|1|1|1|1|1|0|1|360|10254|1|6909714.75|0|145960.03|1827275.25|886860.8|951865.57|5568689.38|218139.96|0|0
2017|877|FACULDADE DE ECONOMIA E PROCESSAMENTO DE DADOS DE FOZ DO IGUAÇU|FEPI|611|"ASSOCIACAO EDUCACIONAL IGUACU ""AEI"""|5|3|4|41|4108304|0|2|0|0|0|0|0|0|1|1|0|0|0|0|0|0|1|1|1|1|1|0|1|360|10254|1|6909714.75|0|145960.83|1827275.25|886860.8|951865.57|5568689.39|218139.96|0|0
2017|881|INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE ASSIS|IMESA|615|FUNDACAO EDUCACIONAL DO MUNICIPIO DE ASSIS|3|3|3|35|3504008|0|58|0|0|0|0|5|7|17|16|5|3|1|1|1|2|1|1|1|1|1|0|1|9918|0|1|27692763.19|821211.57|1261565.45|8662656.01|3712566.86|3287485.72|5071212.31|2044359.67|0|0
2017|882|INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE BEBEDOURO VICTÓRIO CARDASSI|IMESB|616|PREFEITURA MUNICIPAL DE BEBEDOURO|3|3|3|35|3506102|0|32|2|0|0|0|6|3|11|5|1|4|0|0|0|0|0|0|0|0|0|0|0|0|0|2|4189033.68|77711.96|14700.66|1915284.03|879223.23|120689.13|942129.64|637|0|308387.36
2017|890|ESCOLA DE GOVERNO PROFESSOR PAULO NEVES DE CARVALHO|EG|623|FUNDACAO JOAO PINHEIRO|2|3|3|31|3106200|1|57|0|0|0|0|3|2|8|3|8|1|4|5|12|11|1|0|1|1|1|0|1|0|0|2|1033437.28|0|0|1425460.42|447269.43|59135.07|339511.9|0|0|0
2017|1038|FACULDADES INTEGRADAS DE TRÊS LAGOAS|AEMS|625|ASSOCIACAO DE ENSINO E CULTURA DE MATO GROSSO DO SUL|5|3|5|50|5008305|0|86|10|21|9|7|10|5|7|5|4|7|1|0|0|0|0|1|1|1|1|1|1|2|4000|1|34186557.27|0|1348975.39|3256201.9|1287179.04|1659191.82|1540414.76|1832667.24|110000|236249.75
2017|3170|FACULDADE ESTÁCIO DE FLORIANÓPOLIS - ESTÁCIO FLORIANÓPOLIS||626|ASSESC-SOCIEDADE EDUCACIONAL DE SANTA CATARINA LTDA|4|3|4|42|4205407|1|64|0|0|0|0|17|22|13|3|4|2|1|0|1|1|0|1|1|1|1|0|1|30000|5791|1|11120892.91|0|170253.57|2015717.01|1048436.94|759079.48|2049937.49|0|0|1063330.68
2017|898|FACULDADE DE CIÊNCIAS ECONÔMICAS E ADMINISTRATIVAS SANTA RITA DE CÁSSIA|FACEAS|628|ASSOCIACAO DE EDUCACAO SANTA RITA DE CASSIA|5|3|3|35|3550308|1|131|0|1|5|2|10|7|13|5|15|18|18|29|7|1|1|1|0|1|1|0|1|24|0|1|5745737|0|112370.52|1066232.33|1447029.24|1023091.63|982381.7|1320494.52|37520.5|0
